3183,1426,3162,1426
3177,1426,3154,1425
3169,1425,3147,1425
3162,1425,3141,1424
3156,1424,3133,1424
3148,1423,3126,1423
3141,1423,3120,1422
3134,1422,3112,1422
3127,1421,3104,1421
3120,1421,3098,1420
3113,1420,3091,1420
3106,1419,3084,1419
3099,1418,3077,1418
3092,1418,3070,1418
3085,1417,3059,1418
3076,1413,3054,1413
3073,1413,3049,1415
3065,1415,3043,1415
3057,1415,3035,1414
3051,1414,3029,1414
3044,1413,3022,1413
3038,1412,3014,1413
3029,1412,3007,1412
3023,1411,3001,1411
3016,1410,2994,1411
3009,1410,2987,1410
3001,1409,2979,1409
2995,1409,2972,1409
2988,1408,2966,1408
2981,1407,2959,1408
2974,1407,2952,1407
2967,1406,2945,1406
2960,1405,2938,1405
2953,1405,2931,1404
2946,1404,2924,1404
2939,1404,2917,1404
2933,1402,2911,1402
2926,1402,2903,1402
2920,1402,2898,1401
2912,1401,2890,1401
2905,1400,2883,1400
2898,1399,2877,1399
2892,1398,2870,1399
2885,1398,2863,1398
2878,1398,2856,1398
2871,1397,2849,1397
2864,1396,2841,1395
2857,1396,2835,1396
2850,1395,2828,1395
2843,1394,2821,1394
2836,1394,2814,1394
2829,1393,2807,1393
2822,1392,2800,1393
2816,1392,2794,1392
2809,1391,2787,1391
2802,1390,2780,1391
2795,1390,2773,1390
2789,1389,2767,1389
2782,1388,2760,1389
2775,1388,2753,1388
2768,1387,2746,1387
2761,1386,2740,1387
2754,1386,2733,1386
2747,1385,2726,1385
2741,1385,2719,1385
2734,1384,2712,1383
2727,1383,2706,1383
2721,1382,2699,1383
2714,1382,2692,1382
2708,1381,2685,1381
2701,1381,2678,1380
2694,1380,2672,1380
2687,1379,2665,1379
2680,1379,2658,1379
2673,1378,2651,1378
2667,1378,2645,1377
2659,1377,2638,1377
2653,1377,2631,1376
2646,1376,2624,1375
2639,1375,2618,1375
2632,1374,2610,1374
2626,1374,2604,1373
2620,1373,2598,1373
2613,1372,2591,1373
2606,1372,2584,1372
2599,1371,2578,1371
2593,1371,2571,1370
2586,1370,2564,1370
2579,1370,2557,1369
2573,1368,2551,1368
2566,1368,2544,1368
2560,1368,2537,1367
2552,1366,2528,1364
2543,1364,2522,1365
2541,1363,2518,1366
2532,1365,2511,1364
2525,1364,2504,1365
2519,1364,2498,1363
2513,1363,2491,1363
2505,1362,2483,1362
2499,1362,2477,1362
2492,1360,2471,1361
2485,1361,2464,1360
2479,1360,2457,1359
2473,1359,2451,1358
2466,1358,2445,1358
2459,1358,2438,1358
2452,1357,2431,1357
2446,1357,2424,1357
2439,1355,2417,1356
2432,1355,2411,1355
2426,1353,2405,1354
2420,1354,2398,1354
2413,1354,2392,1353
2406,1352,2385,1353
2400,1352,2378,1352
2393,1351,2372,1351
2386,1351,2365,1351
2379,1350,2360,1350
2373,1350,2352,1350
2367,1349,2346,1350
2361,1348,2339,1349
2354,1348,2332,1348
2347,1346,2326,1347
2340,1347,2320,1346
2334,1346,2313,1346
2327,1345,2306,1345
2321,1344,2300,1344
2315,1344,2293,1343
2308,1342,2287,1343
2302,1343,2280,1343
2295,1341,2274,1342
2289,1342,2268,1341
2281,1340,2261,1341
2275,1340,2254,1340
2269,1339,2248,1340
2263,1339,2241,1338
2256,1339,2235,1338
2250,1338,2228,1337
2243,1337,2221,1337
2237,1336,2216,1336
2230,1336,2208,1336
2224,1335,2202,1336
2217,1335,2196,1333
2211,1334,2190,1334
2204,1333,2183,1332
2198,1333,2177,1332
2191,1332,2170,1332
2185,1332,2164,1331
2179,1331,2158,1331
2172,1330,2151,1330
2166,1329,2145,1330
2159,1329,2138,1329
2153,1328,2132,1329
2147,1328,2125,1327
2140,1328,2119,1327
2134,1326,2113,1327
2127,1326,2106,1326
2121,1325,2100,1325
2114,1325,2094,1324
2108,1325,2086,1324
2102,1323,2081,1323
2095,1322,2074,1323
2089,1322,2068,1322
2082,1322,2062,1322
2077,1321,2055,1321
2069,1320,2049,1320
2064,1320,2043,1320
2057,1319,2036,1319
2051,1318,2030,1318
2044,1318,2023,1318
2039,1316,2018,1317
2032,1317,2011,1317
2025,1316,2004,1316
2019,1317,1998,1315
2013,1315,1991,1315
2007,1314,1986,1315
2000,1315,1979,1314
1995,1313,1973,1313
1987,1313,1967,1313
1982,1312,1960,1312
1975,1312,1954,1312
1969,1311,1948,1311
1962,1310,1941,1310
1956,1309,1935,1309
1950,1309,1929,1309
1944,1308,1923,1308
1937,1307,1916,1308
1930,1304,1910,1304
1924,1306,1904,1307
1918,1306,1897,1305
1913,1305,1892,1305
1906,1305,1885,1304
1900,1304,1879,1303
1893,1303,1872,1303
1887,1302,1866,1303
1882,1302,1861,1302
1875,1301,1854,1300
1869,1301,1848,1301
1862,1301,1841,1300
1856,1299,1835,1300
1851,1299,1830,1299
1844,1298,1824,1297
1838,1298,1817,1298
1832,1296,1811,1297
1825,1296,1804,1296
1820,1296,1799,1296
1813,1296,1792,1296
1806,1295,1786,1295
1800,1294,1780,1294
1794,1294,1774,1294
1789,1293,1768,1293
1783,1292,1761,1293
1776,1292,1756,1292
1770,1291,1749,1291
1763,1291,1743,1291
1757,1290,1737,1289
1751,1290,1731,1290
1745,1288,1725,1289
1740,1288,1719,1288
1733,1288,1713,1288
1727,1286,1707,1288
1721,1287,1700,1287
1715,1286,1694,1286
1709,1285,1689,1285
1703,1285,1682,1285
1697,1284,1676,1283
1690,1284,1670,1284
1685,1283,1664,1283
1679,1282,1658,1282
1672,1282,1651,1282
1666,1281,1646,1281
1660,1280,1639,1280
1655,1280,1634,1280
1648,1279,1628,1280
1642,1278,1621,1279
1637,1277,1616,1279
1630,1277,1610,1278
1625,1276,1604,1278
1618,1277,1598,1277
1612,1275,1592,1276
1606,1275,1586,1276
1600,1275,1580,1275
1594,1275,1573,1275
1588,1274,1567,1274
1582,1274,1562,1273
1576,1273,1556,1273
1570,1271,1549,1272
1564,1270,1544,1271
1558,1270,1538,1271
1552,1270,1532,1270
1546,1269,1526,1270
1540,1269,1520,1269
1535,1268,1514,1268
1528,1268,1508,1268
1522,1268,1502,1268
1516,1266,1496,1266
1511,1266,1491,1266
1505,1266,1484,1266
1498,1265,1478,1265
1493,1264,1472,1264
1487,1264,1467,1264
1482,1263,1461,1263
1475,1263,1455,1263
1470,1261,1449,1262
1464,1261,1443,1262
1457,1261,1437,1260
1452,1260,1431,1260
1446,1260,1425,1260
1440,1259,1420,1259
1434,1258,1413,1259
1429,1258,1408,1258
1422,1258,1402,1257
1416,1257,1396,1256
1411,1256,1390,1256
1404,1255,1385,1256
1399,1255,1379,1255
1393,1254,1373,1255
1388,1254,1368,1254
1381,1253,1361,1254
1375,1252,1355,1253
1370,1252,1349,1252
1364,1252,1344,1252
1358,1251,1338,1251
1352,1250,1332,1251
1347,1250,1327,1250
1341,1250,1321,1249
1334,1248,1314,1249
1329,1248,1309,1248
1323,1248,1303,1247
1318,1245,1300,1245
1315,1249,1294,1244
1307,1246,1287,1246
1300,1245,1280,1245
1294,1244,1276,1244
1289,1244,1269,1244
1283,1244,1263,1244
1277,1244,1257,1244
1272,1242,1252,1242
1266,1243,1246,1242
1261,1241,1241,1242
1254,1241,1234,1241
1249,1241,1229,1241
1243,1240,1224,1240
1237,1238,1217,1240
1232,1238,1212,1239
1226,1238,1207,1238
1220,1238,1200,1239
1215,1238,1195,1237
1209,1237,1189,1236
1203,1236,1183,1237
1198,1235,1178,1235
1192,1235,1172,1235
1186,1234,1166,1234
1181,1233,1161,1233
1175,1233,1155,1233
1169,1233,1149,1233
1164,1232,1144,1232
1158,1231,1138,1231
1152,1232,1132,1231
1147,1230,1127,1230
1141,1230,1121,1229
1135,1229,1115,1229
1130,1229,1110,1229
1125,1228,1105,1228
1118,1228,1099,1228
1114,1227,1094,1226
1107,1226,1087,1226
1102,1226,1082,1226
1097,1225,1077,1225
1091,1224,1072,1225
1085,1224,1066,1224
1080,1224,1060,1224
1075,1223,1055,1223
1069,1223,1049,1222
1064,1221,1044,1221
1059,1221,1039,1221
1053,1221,1033,1220
1047,1220,1027,1220
1042,1219,1021,1219
1036,1218,1017,1219
1030,1218,1011,1218
1025,1218,1005,1218
1020,1217,1000,1217
1014,1217,994,1217
1009,1216,989,1216
1003,1215,983,1215
998,1215,978,1215
992,1214,973,1214
986,1214,966,1214
981,1213,962,1213
976,1213,956,1212
970,1212,951,1212
964,1212,946,1212
959,1211,940,1211
954,1211,934,1211
948,1210,929,1210
943,1209,923,1210
938,1209,918,1209
932,1208,913,1208
926,1208,907,1208
920,1207,901,1208
915,1207,896,1207
910,1206,891,1206
904,1206,885,1206
899,1205,879,1205
894,1205,874,1205
889,1204,869,1204
883,1204,864,1203
878,1203,859,1203
873,1202,853,1202
867,1201,847,1202
861,1202,842,1201
855,1201,836,1201
851,1200,831,1201
846,1200,827,1200
841,1199,821,1199
835,1198,816,1199
830,1198,810,1198
824,1198,804,1198
1,1,1,1
1,1,1957,1
1,1,1,1
1,1,1,1
1,1,1957,1
1,1,1,1
794,1196,774,1196
789,1195,770,1195
780,1194,761,1195
776,1194,757,1194
770,1193,751,1193
764,1193,745,1193
758,1192,738,1192
752,1192,732,1192
745,1192,726,1191
739,1191,720,1190
733,1190,713,1190
727,1190,708,1190
721,1190,701,1190
715,1189,696,1189
709,1189,689,1189
702,1188,683,1188
696,1188,676,1188
690,1188,671,1187
684,1187,664,1187
676,1186,658,1187
671,1186,652,1186
665,1186,645,1186
659,1186,639,1185
652,1185,633,1185
647,1185,626,1184
640,1184,620,1184
634,1184,614,1184
627,1183,608,1183
622,1182,602,1182
616,1182,596,1182
609,1181,590,1181
603,1181,584,1181
597,1181,577,1180
590,1180,571,1180
584,1180,565,1180
578,1179,559,1179
571,1179,552,1179
566,1178,546,1178
560,1178,540,1178
553,1177,534,1177
547,1177,528,1177
541,1176,521,1176
534,1176,515,1176
528,1175,509,1176
522,1175,502,1175
516,1175,496,1175
510,1174,490,1174
503,1174,484,1174
497,1174,477,1173
490,1173,471,1173
485,1172,465,1172
478,1172,459,1172
472,1171,452,1171
465,1171,446,1171
459,1170,440,1170
453,1170,433,1170
447,1170,427,1170
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
