631,195,628,194
631,194,627,194
630,194,626,194
629,194,625,194
628,194,624,195
627,195,623,195
626,195,622,195
625,196,621,195
625,195,620,195
624,195,619,195
623,195,617,195
621,196,616,195
621,195,615,196
619,195,615,195
619,196,615,196
618,196,614,196
616,196,612,197
616,196,612,196
614,196,611,196
613,197,610,196
613,197,609,196
612,197,607,196
612,197,607,197
610,198,606,197
609,198,605,198
608,198,605,197
608,197,604,197
607,197,603,197
606,197,602,197
605,197,601,197
603,198,599,197
603,198,599,198
602,198,598,198
601,198,596,199
601,198,596,198
600,198,594,199
599,198,595,198
598,198,594,198
597,199,592,198
596,199,592,199
595,199,590,200
593,200,590,199
593,199,589,199
593,200,588,199
592,199,587,199
590,199,586,199
589,199,584,199
589,204,583,199
588,200,584,200
587,200,582,201
585,201,581,201
584,201,580,201
583,200,579,201
582,201,579,200
582,200,578,200
580,201,577,200
580,206,576,201
579,202,575,201
578,202,575,202
577,202,573,202
576,202,572,202
576,201,571,202
575,201,570,202
574,206,570,201
572,201,569,202
572,206,568,202
572,202,567,202
570,203,565,203
570,202,565,202
568,203,565,202
567,203,563,202
567,202,562,203
566,203,561,202
564,202,560,202
564,203,560,203
541,203,559,203
540,203,557,203
562,203,556,204
560,203,555,204
559,203,554,203
559,203,554,203
558,203,554,207
557,204,553,204
556,204,551,205
554,205,550,205
554,204,549,205
554,208,548,205
552,204,547,205
551,205,546,205
550,204,546,205
549,204,545,205
549,205,545,205
547,205,543,206
546,206,543,205
546,205,542,205
544,206,540,205
544,206,539,205
544,205,538,205
542,205,537,206
541,209,519,206
541,206,536,207
539,207,535,207
538,207,534,207
537,207,533,206
536,207,533,206
535,207,532,206
535,207,530,206
534,210,529,206
534,210,530,207
532,208,528,208
531,208,527,208
530,208,526,208
529,207,526,207
528,208,524,208
527,208,524,207
527,208,523,207
527,208,521,207
526,208,522,208
524,209,520,209
523,208,519,209
522,209,519,208
522,208,518,208
520,209,517,208
520,208,516,208
519,208,514,208
519,209,498,209
518,209,498,212
516,210,512,210
516,209,511,210
514,210,510,210
513,209,510,209
512,210,509,209
496,210,508,209
511,209,506,209
511,210,506,210
510,210,505,210
509,210,504,210
508,211,503,211
507,210,503,210
506,210,502,210
505,210,501,210
491,210,500,210
504,211,499,211
503,211,485,211
502,211,497,211
500,212,496,212
499,212,495,212
499,212,495,212
498,212,494,212
498,211,493,211
497,211,492,212
483,211,492,212
495,212,491,212
494,212,490,212
493,212,489,212
492,212,487,212
491,212,487,212
491,212,486,212
478,212,474,213
489,213,474,212
488,213,484,213
486,213,483,213
486,213,482,213
485,213,481,213
485,214,480,213
484,213,479,213
483,213,479,213
482,213,478,213
481,213,467,213
480,214,475,213
479,214,475,214
478,214,474,214
477,215,473,214
477,214,472,214
476,214,472,214
475,214,471,214
474,214,470,214
473,215,469,214
472,215,468,215
471,215,467,215
470,215,466,215
469,215,466,215
469,215,465,215
468,215,464,215
467,215,463,215
466,215,462,215
465,216,461,216
457,218,460,216
464,216,451,216
462,216,458,217
462,216,458,216
460,217,457,216
460,217,455,217
459,216,455,216
459,216,454,217
458,216,453,216
456,216,453,217
456,217,452,217
455,217,451,217
454,217,450,217
453,217,449,217
453,217,448,217
452,217,448,217
451,217,439,218
450,218,446,218
449,218,445,218
448,218,444,218
448,219,443,218
447,219,442,218
446,218,442,218
445,218,441,218
444,218,440,218
443,218,439,218
442,219,438,219
442,219,437,219
441,219,436,219
440,219,435,220
439,220,435,219
438,220,434,220
437,219,433,219
436,219,432,219
436,219,431,220
435,219,431,219
434,220,425,219
433,222,429,220
432,220,428,220
431,220,427,220
431,221,426,221
430,220,426,220
429,220,425,220
428,221,424,220
427,220,422,221
426,221,422,221
426,221,421,221
425,222,420,222
423,222,419,222
422,222,418,221
422,221,417,222
421,221,416,222
415,223,416,221
420,221,412,221
419,222,415,221
417,221,414,222
417,222,413,222
416,222,412,222
416,223,411,222
414,223,410,222
413,223,409,223
412,223,408,223
412,222,408,222
411,223,406,222
411,223,406,223
410,223,403,222
409,223,404,224
408,223,403,224
407,223,402,224
406,223,402,223
406,223,399,225
405,223,401,223
403,225,400,223
403,225,398,224
402,224,398,224
401,224,397,224
401,224,397,225
399,225,395,225
399,225,394,224
397,225,393,224
397,225,393,224
394,224,392,225
394,226,392,225
395,225,391,225
394,225,390,225
393,225,389,225
392,225,388,226
392,225,388,226
390,226,386,226
390,225,385,226
389,225,385,226
388,226,384,226
387,226,383,226
387,226,381,227
386,226,382,226
385,226,381,226
384,226,379,227
383,226,379,226
383,226,379,226
381,227,377,227
381,226,377,227
380,226,376,226
379,227,375,227
378,227,374,227
377,228,373,228
376,228,372,228
375,228,371,228
375,227,371,227
375,227,370,228
374,227,370,227
373,227,369,228
371,227,367,228
371,228,367,228
371,229,367,229
369,229,366,228
368,229,364,229
367,229,363,228
367,228,363,228
367,230,362,230
366,228,362,228
364,228,361,228
364,229,359,230
363,229,359,229
363,230,359,230
362,229,358,229
360,229,356,229
359,230,356,229
359,229,355,229
358,229,354,231
358,229,354,229
356,229,352,229
355,231,352,230
355,230,351,230
355,231,351,231
353,231,349,231
